year,university,school,course,employment_rate_overall,employment_rate_ft_perm,basic_monthly_mean,basic_monthly_median,gross_monthly_mean,gross_monthly_median,gross_mthly_25_percentile,gross_mthly_75_percentile,course_category
2015,Nanyang Technological University,College of Engineering,bioengineering,92.6,76.5,3079.0,3000.0,3197.0,3113.0,2900.0,3450.0,Engineering
2015,Nanyang Technological University,College of Engineering,chemical and biomolecular engineering,86.8,80.9,3156.0,3100.0,3373.0,3300.0,3000.0,3600.0,Engineering
2015,Nanyang Technological University,College of Engineering,computer engineering,85.1,83.0,3489.0,3350.0,3577.0,3500.0,3200.0,4000.0,Information Technology
2015,Nanyang Technological University,College of Engineering,civil engineering,95.3,93.0,3125.0,3100.0,3206.0,3200.0,3000.0,3300.0,Engineering
2015,Nanyang Technological University,College of Engineering,computer science,92.4,91.4,3489.0,3300.0,3535.0,3300.0,3150.0,3800.0,Information Technology
2015,Nanyang Technological University,College of Engineering,electrical and electronic engineering,88.6,86.2,3345.0,3200.0,3446.0,3300.0,3000.0,3690.0,Engineering
2015,Nanyang Technological University,College of Engineering,environmental engineering,89.7,82.1,3472.0,3200.0,3673.0,3300.0,3000.0,3835.0,Engineering
2015,Nanyang Technological University,College of Engineering,information engineering and media,87.3,80.0,3271.0,3200.0,3375.0,3275.0,3000.0,3500.0,Engineering
2015,Nanyang Technological University,College of Engineering,materials engineering,82.9,76.8,3213.0,3100.0,3397.0,3200.0,3000.0,3600.0,Engineering
2015,Nanyang Technological University,College of Engineering,mechanical engineering,88.0,80.7,3248.0,3200.0,3388.0,3250.0,3000.0,3600.0,Engineering
2015,Nanyang Technological University,College of Engineering,maritime studies,95.0,95.0,3249.0,3200.0,3271.0,3200.0,3000.0,3300.0,Others
2015,Nanyang Technological University,"College of Humanities, Arts & Social Sciences","art, design and media",79.3,56.9,3284.0,2800.0,3457.0,2800.0,2200.0,3000.0,Others
2015,Nanyang Technological University,"College of Humanities, Arts & Social Sciences",chinese,81.8,76.6,2978.0,3000.0,3045.0,3200.0,2800.0,3500.0,Others
2015,Nanyang Technological University,"College of Humanities, Arts & Social Sciences",communication studies,85.1,74.4,2921.0,2900.0,3008.0,3000.0,2600.0,3330.0,Others
2015,Nanyang Technological University,"College of Humanities, Arts & Social Sciences",economics,87.4,75.9,3322.0,3200.0,3496.0,3300.0,3000.0,3800.0,Arts & Social Sciences
2015,Nanyang Technological University,"College of Humanities, Arts & Social Sciences",english,88.0,74.0,3238.0,3000.0,3322.0,3314.0,2604.0,3743.0,Others
2015,Nanyang Technological University,"College of Humanities, Arts & Social Sciences",linguistics and multilingual studies,88.4,55.8,3475.0,3000.0,3753.0,3000.0,2800.0,3600.0,Arts & Social Sciences
2015,Nanyang Technological University,"College of Humanities, Arts & Social Sciences",psychology,73.3,52.0,3099.0,3121.0,3264.0,3200.0,2800.0,3562.0,Arts & Social Sciences
2015,Nanyang Technological University,"College of Humanities, Arts & Social Sciences",sociology,85.7,79.4,3260.0,3000.0,3402.0,3125.0,2700.0,3600.0,Arts & Social Sciences
2015,Nanyang Technological University,College of Sciences,biomedical science (traditional chinese medicine),100.0,100.0,2832.0,2800.0,2882.0,2800.0,2500.0,3105.0,Medicine
2015,Nanyang Technological University,College of Sciences,biological sciences,74.6,65.3,3117.0,3000.0,3229.0,3190.0,2875.0,3600.0,Sciences
2015,Nanyang Technological University,College of Sciences,chemistry and biological chemistry,83.9,72.3,2960.0,2900.0,3139.0,3000.0,2800.0,3500.0,Sciences
2015,Nanyang Technological University,College of Sciences,mathematics and economics,95.3,84.4,3291.0,3000.0,3440.0,3205.0,2925.0,3500.0,Sciences
2015,Nanyang Technological University,College of Sciences,mathematical science,81.8,72.7,3254.0,3125.0,3402.0,3240.0,2950.0,3500.0,Sciences
2015,Nanyang Technological University,College of Sciences,physics / applied physics,82.1,69.6,3098.0,3000.0,3186.0,3200.0,2900.0,3400.0,Sciences
2015,Nanyang Technological University,College of Sciences,sports science and management,90.7,72.1,3232.0,3000.0,3307.0,3295.0,2900.0,3600.0,Business & Administration
2015,Nanyang Technological University,National Institute of Education (NIE),science (with education),100.0,100.0,3496.0,3500.0,3604.0,3504.0,3500.0,3855.0,Education
2015,Nanyang Technological University,National Institute of Education (NIE),arts (with education),100.0,100.0,3551.0,3500.0,3622.0,3500.0,3500.0,3605.0,Education
2015,National University of Singapore,Faculty of Arts & Social Sciences,arts,88.4,74.6,2839.0,2880.0,2999.0,3000.0,2700.0,3215.0,Arts & Social Sciences
2015,National University of Singapore,Faculty of Arts & Social Sciences,arts,83.0,70.5,3266.0,3310.0,3310.0,3310.0,3000.0,3625.0,Arts & Social Sciences
2015,National University of Singapore,Faculty of Arts & Social Sciences,social sciences,88.6,79.8,3317.0,3300.0,3442.0,3310.0,3000.0,3686.0,Sciences
2015,National University of Singapore,NUS Business School,business administration,88.2,80.3,3164.0,3000.0,3341.0,3000.0,2800.0,3700.0,Business & Administration
2015,National University of Singapore,NUS Business School,business administration,96.0,93.1,4173.0,3750.0,4326.0,3800.0,3300.0,4600.0,Business & Administration
2015,National University of Singapore,NUS Business School,business administration (accountancy),97.6,97.6,2817.0,2850.0,2983.0,2850.0,2700.0,2960.0,Accountancy
2015,National University of Singapore,NUS Business School,business administration (accountancy),98.6,98.6,3547.0,3000.0,3587.0,3000.0,2850.0,3634.0,Accountancy
2015,National University of Singapore,School of Computing,computing (communications and media),92.6,85.2,3230.0,3500.0,3291.0,3500.0,2800.0,3800.0,Information Technology
2015,National University of Singapore,School of Computing,computing (computer science),97.0,95.0,3847.0,3700.0,3890.0,3700.0,3300.0,4400.0,Information Technology
2015,National University of Singapore,School of Computing,computing (electronic commerce),90.3,87.1,3255.0,3300.0,3301.0,3300.0,3000.0,3500.0,Information Technology
2015,National University of Singapore,School of Computing,computing (information systems),97.2,97.2,3597.0,3500.0,3699.0,3550.0,3200.0,4100.0,Information Technology
2015,National University of Singapore,Faculty of Dentistry,dental surgery,100.0,100.0,4053.0,4000.0,4083.0,4000.0,4000.0,4400.0,Dentistry
2015,National University of Singapore,School of Design & Environment,arts (architecture),97.6,96.4,4054.0,4114.0,4099.0,4127.0,3700.0,4500.0,Architecture & Built Environment
2015,National University of Singapore,School of Design & Environment,arts (industrial design),72.0,60.0,2907.0,3000.0,2908.0,3000.0,2700.0,3200.0,Arts & Social Sciences
2015,National University of Singapore,School of Design & Environment,science (project and facilities management),94.3,90.8,2989.0,3000.0,3067.0,3000.0,2800.0,3215.0,Business & Administration
2015,National University of Singapore,School of Design & Environment,science (real estate),93.9,89.6,3146.0,3000.0,3325.0,3100.0,2810.0,3500.0,Architecture & Built Environment
2015,National University of Singapore,Faculty of Engineering,engineering (biomedical engineering),86.2,75.9,3256.0,3200.0,3357.0,3300.0,3000.0,3500.0,Engineering
2015,National University of Singapore,Faculty of Engineering,engineering (chemical engineering),86.0,82.9,3400.0,3300.0,3529.0,3500.0,3000.0,4000.0,Engineering
2015,National University of Singapore,Faculty of Engineering,engineering (civil engineering),96.5,95.3,3300.0,3300.0,3366.0,3350.0,3200.0,3500.0,Engineering
2015,National University of Singapore,Faculty of Engineering,engineering (computer engineering),91.8,90.6,4119.0,4000.0,4252.0,4000.0,3325.0,4583.0,Information Technology
2015,National University of Singapore,Faculty of Engineering,engineering (electrical engineering),92.1,90.4,3452.0,3200.0,3589.0,3300.0,3000.0,3700.0,Engineering
2015,National University of Singapore,Faculty of Engineering,engineering (engineering science),82.6,73.9,3768.0,3735.0,3812.0,3800.0,3500.0,4420.0,Engineering
2015,National University of Singapore,Faculty of Engineering,engineering (environmental engineering),88.1,85.7,3318.0,3430.0,3337.0,3450.0,3000.0,3670.0,Engineering
2015,National University of Singapore,Faculty of Engineering,engineering (industrial and systems engineering),96.1,94.7,3624.0,3475.0,3724.0,3500.0,3300.0,4030.0,Engineering
2015,National University of Singapore,Faculty of Engineering,engineering (materials science and engineering),100.0,95.0,3121.0,3200.0,3391.0,3350.0,3050.0,3790.0,Engineering
2015,National University of Singapore,Faculty of Engineering,engineering (mechanical engineering),83.3,80.0,3279.0,3200.0,3422.0,3300.0,3000.0,3600.0,Engineering
2015,National University of Singapore,Faculty of Law,laws (l.l.b),96.9,96.9,4866.0,4600.0,4910.0,4700.0,4200.0,5800.0,Law
2015,National University of Singapore,YLL School of Medicine,medicine and surgery,100.0,100.0,4352.0,4500.0,4729.0,4900.0,4500.0,5000.0,Medicine
2015,National University of Singapore,YLL School of Medicine,science (nursing),97.3,97.3,3175.0,3200.0,3356.0,3400.0,3200.0,3445.0,Health Sciences
2015,National University of Singapore,YLL School of Medicine,science (nursing),100.0,100.0,3219.0,3200.0,3466.0,3435.0,3300.0,3700.0,Health Sciences
2015,National University of Singapore,Yong Siew Toh Conservatory of Music,music,82.4,41.2,3244.0,3200.0,3344.0,3300.0,3000.0,3600.0,Others
2015,National University of Singapore,Faculty of Science,applied science,85.2,77.8,3203.0,3000.0,3355.0,3100.0,3000.0,4000.0,Sciences
2015,National University of Singapore,Faculty of Science,science,84.3,64.2,2859.0,2900.0,3052.0,3000.0,2620.0,3200.0,Sciences
2015,National University of Singapore,Faculty of Science,science,83.9,76.2,3245.0,3200.0,3321.0,3300.0,3000.0,3600.0,Sciences
2015,National University of Singapore,Faculty of Science,science (pharmacy),99.0,97.9,3431.0,3500.0,3717.0,3500.0,3400.0,3929.0,Sciences
2015,National University of Singapore,Multi-Disciplinary Programme,environmental studies,71.9,59.4,3400.0,3462.0,3433.0,3500.0,3238.0,3550.0,Others
2015,Singapore Management University,School of Accountancy (4-year programme) *,accountancy,97.3,93.0,3287.0,2900.0,3427.0,3000.0,2850.0,3500.0,Accountancy
2015,Singapore Management University,School of Accountancy (4-year programme) *,accountancy,97.7,97.7,3597.0,3100.0,3701.0,3200.0,2850.0,4110.0,Accountancy
2015,Singapore Management University,School of Business (4-year programme) *,business management,93.9,88.2,3513.0,3200.0,3611.0,3300.0,3000.0,4000.0,Business & Administration
2015,Singapore Management University,School of Business (4-year programme) *,business management,98.3,93.3,4050.0,3800.0,4130.0,3868.0,3200.0,4600.0,Business & Administration
2015,Singapore Management University,School of Economics (4-year programme) *,economics,90.3,85.8,3798.0,3500.0,3946.0,3500.0,3200.0,4100.0,Arts & Social Sciences
2015,Singapore Management University,School of Economics (4-year programme) *,economics,98.2,92.7,4249.0,3800.0,4380.0,3850.0,3500.0,4700.0,Arts & Social Sciences
2015,Singapore Management University,School of Information Systems (4-year programme) *,information systems management,94.8,85.9,3491.0,3500.0,3660.0,3500.0,3200.0,4110.0,Information Technology
2015,Singapore Management University,School of Information Systems (4-year programme) *,information systems management,97.4,92.1,3577.0,3800.0,3834.0,3800.0,3500.0,4166.0,Information Technology
2015,Singapore Management University,School of Social Sciences (4-year programme) *,social sciences,89.0,83.0,3306.0,3100.0,3550.0,3200.0,2980.0,3600.0,Sciences
2015,Singapore Management University,School of Social Sciences (4-year programme) *,social sciences,93.1,89.7,3887.0,3500.0,4012.0,3560.0,3300.0,4583.0,Sciences
2015,Singapore Management University,School of Law (4-year programme) *,law,99.0,99.0,4889.0,4600.0,4997.0,4731.0,4350.0,5800.0,Law
2015,Singapore Management University,School of Law (4-year programme) *,law,100.0,100.0,5160.0,4766.0,5313.0,5000.0,4500.0,5995.0,Law
2015,Singapore Institute of Technology,DigiPen Institute of Technology,fine arts in digital arts and animation,88.5,65.4,2643.0,2700.0,2682.0,2700.0,2500.0,2800.0,Arts & Social Sciences
2015,Singapore Institute of Technology,DigiPen Institute of Technology,science in computer science in real-time interactive simulation,95.2,90.5,3332.0,3200.0,3346.0,3233.0,3000.0,3500.0,Information Technology
2015,Singapore Institute of Technology,The Glasgow School of Art,arts with in communication design,76.1,54.3,2896.0,2750.0,2922.0,2750.0,2523.0,2975.0,Arts & Social Sciences
2015,Singapore Institute of Technology,The Glasgow School of Art,arts with in interior design,87.5,71.9,2520.0,2600.0,2893.0,2700.0,2500.0,3025.0,Arts & Social Sciences
2015,Singapore Institute of Technology,Newcastle University,engineering with in chemical engineering,85.5,72.6,3097.0,3000.0,3405.0,3250.0,2900.0,3750.0,Engineering
2015,Singapore Institute of Technology,Newcastle University,engineering with in electrical power engineering,83.0,77.4,3334.0,3100.0,3452.0,3300.0,3000.0,3550.0,Engineering
2015,Singapore Institute of Technology,Newcastle University,engineering with in marine engineering,91.7,91.7,3180.0,3025.0,3354.0,3225.0,3050.0,3500.0,Engineering
2015,Singapore Institute of Technology,Newcastle University,engineering with in mechanical design and manufacturing engineering,90.5,83.3,3069.0,3050.0,3266.0,3200.0,3000.0,3500.0,Engineering
2015,Singapore Institute of Technology,Newcastle University,engineering with in naval architecture,100.0,100.0,3211.0,3050.0,3266.0,3141.0,2900.0,3500.0,Architecture & Built Environment
2015,Singapore Institute of Technology,Newcastle University,engineering with in offshore engineering,100.0,94.7,3166.0,3125.0,3469.0,3350.0,3238.0,3575.0,Engineering
2015,Singapore Institute of Technology,Newcastle University,science with in food and human nutrition,89.2,81.1,2683.0,2700.0,2876.0,2700.0,2475.0,3050.0,Sciences
2015,Singapore Institute of Technology,Technische Universität München,science in chemical engineering,87.5,79.2,2759.0,2800.0,2970.0,2950.0,2800.0,3200.0,Engineering
2015,Singapore Institute of Technology,Technische Universität München,science in electrical engineering and information technology,100.0,90.0,3044.0,3100.0,3339.0,3250.0,3000.0,3488.0,Information Technology
2015,Singapore Institute of Technology,The Culinary Institute of America,professional studies in culinary arts management,92.6,81.5,2482.0,2300.0,2586.0,2400.0,2000.0,2800.0,Business & Administration
2015,Singapore Institute of Technology,Singapore Institute of Technology -Trinity College Dublin,bachelor in science (diagnostic radiography),100.0,100.0,3322.0,3300.0,3486.0,3488.0,3313.0,3650.0,Health Sciences
2015,Singapore Institute of Technology,Trinity College Dublin,bachelor in science (occupational therapy),100.0,100.0,3126.0,3120.0,3149.0,3125.0,3000.0,3225.0,Health Sciences
2015,Singapore Institute of Technology,Trinity College Dublin,bachelor in science (physiotherapy),100.0,98.3,3234.0,3200.0,3310.0,3222.0,3200.0,3500.0,Health Sciences
